,day,cost_phones,cost_cases,cost_accessories,group
1977,9,45200,2500,0,control
1978,9,55100,0,0,control
1979,9,39000,0,0,control
1980,9,56000,0,0,control
1981,9,65600,2300,0,control
1982,9,14700,0,0,control
1983,9,61100,0,0,control
1984,9,5800,0,0,control
1985,9,68300,0,0,control
1986,9,64400,0,0,control
1987,9,9300,0,1800,control
1988,9,30900,3200,0,control
1989,9,37700,0,0,control
1990,9,63200,0,0,control
1991,9,11400,2700,0,control
1992,9,28000,0,0,control
1993,9,44200,0,0,control
1994,9,16900,2800,0,control
1995,9,17400,0,0,control
1996,9,52800,0,0,control
1997,9,73500,0,0,control
1998,9,68800,0,0,control
1999,9,22000,2800,0,control
2000,9,39500,0,0,control
2001,9,26800,0,0,control
2002,9,48600,1700,3400,control
2003,9,42200,0,0,control
2004,9,20900,3000,0,control
2005,9,20600,0,3500,control
2006,9,24500,1700,0,control
2007,9,41800,0,3100,control
2008,9,38600,0,0,control
2009,9,49800,0,0,control
2010,9,62400,0,2800,control
2011,9,46000,0,4300,control
2012,9,56200,0,3400,control
2013,9,35600,0,3700,control
2014,9,5400,0,2300,control
2015,9,20800,0,0,control
2016,9,5900,2000,0,control
2017,9,40700,1400,1800,control
2018,9,70300,0,0,control
2019,9,29900,0,0,control
2020,9,18300,0,0,control
2021,9,17400,0,0,control
2022,9,35000,0,0,control
2023,9,31700,0,0,control
2024,9,26900,0,3900,control
2025,9,41400,2200,0,control
2026,9,50500,0,0,control
2027,9,38200,0,0,control
2028,9,23000,0,3500,control
2029,9,25700,1500,2300,control
2030,9,71100,2400,0,control
2031,9,44000,0,0,control
2032,9,54200,1500,0,control
2033,9,51300,2500,5200,control
2034,9,58600,0,0,control
2035,9,47500,0,3600,control
2036,9,36000,0,5100,control
2037,9,36100,0,0,control
2038,9,60300,0,0,control
2039,9,43500,1800,2600,control
2040,9,34600,0,2300,control
2041,9,40500,0,0,control
2042,9,25500,2800,0,control
2043,9,63500,0,0,control
2044,9,36500,1500,3100,control
2045,9,28000,0,0,control
2046,9,61900,0,0,control
2047,9,58700,2600,0,control
2048,9,24500,0,0,control
2049,9,9400,0,2700,control
2050,9,63800,1700,0,control
2051,9,23200,0,0,control
2052,9,51400,2900,1200,control
2053,9,22000,0,0,control
2054,9,44900,0,0,control
2055,9,13100,0,0,control
2056,9,22700,1000,3200,control
2057,9,21900,0,0,control
2058,9,75100,2300,0,control
2059,9,34700,2800,5100,control
2060,9,47800,0,0,control
2061,9,20800,0,0,control
2062,9,30200,0,1600,control
2063,9,78700,0,0,control
2064,9,59900,2300,3500,control
2065,9,9600,2300,0,control
2066,9,48500,1900,0,control
2067,9,33400,2200,0,control
2068,9,38000,1900,0,control
2069,9,12000,0,1300,control
2070,9,44000,1900,0,control
2071,9,33600,0,0,control
2072,9,40200,0,0,control
2073,9,60500,0,4100,control
2074,10,45200,0,0,control
2075,10,30300,0,0,control
2076,10,41000,0,0,control
2077,10,39200,0,0,control
2078,10,41200,3400,0,control
2079,10,46700,0,0,control
2080,10,74100,2700,0,control
2081,10,52600,0,0,control
2082,10,78500,2300,0,control
2083,10,34600,0,0,control
2084,10,8400,0,0,control
2085,10,18700,2200,0,control
2086,10,37800,0,0,control
2087,10,49100,0,0,control
2088,10,36900,0,2700,control
2089,10,38000,1900,0,control
2090,10,44100,2700,0,control
2091,10,40000,0,0,control
2092,10,70600,1700,4600,control
2093,10,40300,0,0,control
2094,10,65000,1200,0,control
2095,10,19000,0,1500,control
2096,10,11900,3400,0,control
2097,10,58900,2900,5200,control
2098,10,34000,0,2700,control
2099,10,38800,0,0,control
2100,10,22200,0,0,control
2101,10,16700,0,0,control
2102,10,53200,2500,0,control
2103,10,26700,0,0,control
2104,10,60700,2200,0,control
2105,10,22200,0,0,control
2106,10,50500,3200,3400,control
2107,10,22400,2300,0,control
2108,10,41500,0,0,control
2109,10,20900,0,0,control
2110,10,33900,0,0,control
2111,10,39500,0,0,control
2112,10,29000,0,0,control
2113,10,44600,1900,0,control
2114,10,39300,0,0,control
2115,10,25600,2800,2300,control
2116,10,59500,0,0,control
2117,10,14500,0,0,control
2118,10,28800,0,0,control
2119,10,46300,1700,2700,control
2120,10,50700,0,0,control
2121,10,42400,0,2100,control
2122,10,68500,0,0,control
2123,10,48300,0,0,control
2124,10,14500,0,0,control
2125,10,19900,0,0,control
2126,10,31700,1700,0,control
2127,10,37300,0,0,control
2128,10,61600,0,0,control
2129,10,19200,0,0,control
2130,10,18000,2300,0,control
2131,10,18300,0,0,control
2132,10,49700,0,0,control
2133,10,9800,0,0,control
2134,10,12000,2200,0,control
2135,10,43700,0,2800,control
2136,10,65700,2600,0,control
2137,10,56000,1900,0,control
2138,10,45900,0,0,control
2139,10,64800,2600,0,control
2140,10,30300,0,0,control
2141,10,6200,1800,4200,control
2142,10,35100,0,4800,control
2143,10,45900,0,0,control
2144,10,16600,1400,0,control
2145,10,57800,0,0,control
2146,10,20900,0,0,control
2147,10,35900,1700,0,control
2148,10,37100,0,0,control
2149,10,55400,0,0,control
2150,10,79300,2100,2900,control
2151,10,64800,0,3200,control
2152,10,55800,0,0,control
2153,10,29600,1600,0,control
2154,10,55400,0,0,control
2155,10,26600,0,2800,control
2156,10,41000,0,0,control
2157,10,26600,0,1800,control
2158,10,78900,0,0,control
2159,10,34700,0,0,control
2160,10,8100,0,0,control
2161,10,30000,0,0,control
2162,10,42300,0,0,control
2163,10,31700,0,0,control
2164,10,29900,0,0,control
2165,10,31400,2200,0,control
2166,10,67600,0,2000,control
2167,10,78200,0,0,control
2168,10,64200,0,0,control
2169,10,62900,2000,0,control
2170,10,19000,0,0,control
2171,10,34800,0,3000,control
2172,10,34700,1900,0,control
2173,10,16900,0,0,control
2174,10,41700,2200,0,control
2175,10,34300,0,0,control
2176,10,5800,3000,0,control
2177,10,31100,2000,0,control
2178,10,50900,0,0,control
2179,10,26200,0,0,control
2180,10,34600,0,0,control
2181,10,26500,0,2000,control
2182,10,51200,0,0,control
2183,10,36500,2200,0,control
2184,10,21800,2400,0,control
2185,10,57400,1700,0,control
2186,10,32300,2300,3400,control
2187,10,21600,0,0,control
2188,10,37300,0,0,control
2189,10,49700,1900,0,control
2190,10,33800,0,0,control
2191,10,41100,0,0,control
2192,10,62000,0,0,control
2193,10,37100,1700,2600,control
2194,10,81100,2100,0,control
2195,10,48400,0,0,control
2196,10,12000,0,0,control
2197,10,33300,2400,0,control
2198,10,37100,0,4400,control
2199,10,44500,1600,4500,control
2200,10,37300,0,0,control
2201,10,39800,0,0,control
2202,10,52700,2200,2900,control
2203,10,60600,0,4500,control
2204,10,30200,0,0,control
2205,10,49600,0,2400,control
2206,10,10400,0,0,control
2207,10,26400,0,0,control
2208,10,34900,0,0,control
2209,10,9000,0,1700,control
2210,10,39800,2100,0,control
2211,10,40200,1700,0,control
2212,10,95100,0,2600,control
2213,10,37100,0,2900,control
2214,10,31500,0,3300,control
2215,10,63200,0,3800,control
2216,10,17400,0,4600,control
2217,10,16200,0,2400,control
2218,10,44000,1700,0,control
2219,10,70400,3100,0,control
2220,10,23300,0,3500,control
2221,10,47400,2000,0,control
2222,10,44000,2800,0,control
2223,10,36200,0,5000,control
2224,10,11900,0,0,control
2225,10,97600,0,0,control
2226,10,53600,0,0,control
2227,10,43600,0,3000,control
2228,10,47700,2400,0,control
2229,10,64800,2000,0,control
2230,10,45300,0,3400,control
2231,10,25100,0,0,control
2232,10,44900,0,0,control
2233,10,41100,900,0,control
2234,10,56500,0,0,control
2235,10,66600,800,3300,control
2236,10,25500,0,0,control
2237,10,51200,0,0,control
2238,10,44300,0,0,control
2239,10,40300,0,0,control
2240,10,55000,1500,0,control
2241,10,36700,0,0,control
2242,10,16200,0,0,control
2243,10,48000,0,0,control
2244,10,47100,0,0,control
2245,10,5500,0,0,control
2246,10,38900,1200,3500,control
2247,10,29500,1400,0,control
2248,10,45200,0,0,control
2249,10,38300,0,3100,control
2250,10,51400,2100,0,control
2251,10,56200,0,0,control
2252,10,34800,0,0,control
2253,10,16900,0,0,control
2254,10,49800,0,0,control
2255,10,39800,2500,2900,control
2256,10,44600,2500,0,control
2257,10,62100,0,0,control
2258,10,34100,0,0,control
2259,10,45600,0,0,control
2260,10,9100,0,4000,control
2261,10,38100,0,0,control
2262,10,48900,0,0,control
2263,10,28100,2700,3500,control
2264,10,51300,2700,0,control
2265,10,52100,0,1100,control
2266,10,18600,2800,3500,control
2267,10,66900,0,0,control
2268,10,34000,1500,0,control
2269,10,13500,0,0,control
2270,10,41400,0,0,control
2271,10,18800,0,0,control
2272,10,31600,3100,1200,control
2273,10,59900,0,0,control
2274,10,34000,0,0,control
2275,10,48500,1800,0,control
2276,10,53700,0,3700,control
2277,10,64000,0,3900,control
2278,10,17800,0,3800,control
2279,10,55500,0,0,control
2280,10,66400,0,0,control
2281,10,29600,2300,0,control
2282,10,58700,1000,0,control
2283,11,16500,0,0,control
2284,11,13100,2100,0,control
2285,11,50900,0,0,control
2286,11,13700,2200,3400,control
2287,11,20600,0,0,control
2288,11,68800,0,900,control
2289,11,46700,0,0,control
2290,11,60200,0,0,control
2291,11,23100,0,1400,control
2292,11,63200,2600,0,control
2293,11,15100,1200,0,control
2294,11,17400,0,3100,control
2295,11,23400,0,3700,control
2296,11,29300,3000,0,control
2297,11,65600,1900,0,control
2298,11,32200,0,0,control
2299,11,39500,0,3100,control
2300,11,12600,1500,0,control
2301,11,75400,0,1200,control
2302,11,48200,0,0,control
2303,11,73300,2800,0,control
2304,11,45200,2100,0,control
2305,11,30300,0,0,control
2306,11,14800,2800,2200,control
2307,11,40400,0,0,control
2308,11,55100,2300,4000,control
2309,11,39200,1800,0,control
2310,11,20000,2200,0,control
2311,11,10900,0,0,control
2312,11,65800,0,0,control
2313,11,21800,1400,0,control
2314,11,31900,0,0,control
2315,11,37100,2000,0,control
2316,11,26700,2200,0,control
2317,11,35900,0,4200,control
2318,11,9200,0,0,control
2319,11,44700,0,0,control
2320,11,44300,0,0,control
2321,11,53200,0,2100,control
2322,11,42100,0,1000,control
2323,11,44700,2100,3200,control
2324,11,9700,0,0,control
2325,11,31700,0,0,control
2326,11,39700,0,2500,control
2327,11,62900,2100,0,control
2328,11,25100,0,0,control
2329,11,37400,0,0,control
2330,11,61800,0,1800,control
2331,11,14300,0,0,control
2332,11,40000,0,0,control
2333,11,9100,0,0,control
2334,11,39800,1700,0,control
2335,11,49200,2300,0,control
2336,11,79800,0,0,control
2337,11,18500,0,900,control
2338,11,13900,0,4400,control
2339,11,21100,0,5200,control
2340,11,58800,1300,0,control
2341,11,31600,0,0,control
2342,11,65600,3300,0,control
2343,11,20500,0,3800,control
2344,11,32300,1200,0,control
2345,11,18300,0,0,control
2346,11,39100,0,3700,control
2347,11,71600,0,0,control
2348,11,19400,0,0,control
2349,11,39300,0,0,control
2350,11,22400,0,0,control
2351,11,42400,0,3900,control
2352,11,35100,3200,0,control
2353,11,23500,0,0,control
2354,11,40100,0,1900,control
2355,11,37200,1800,3700,control
2356,11,38200,0,0,control
2357,11,58000,1600,0,control
2358,11,89800,0,0,control
2359,11,12100,1700,3900,control
2360,11,32300,0,0,control
2361,11,29400,0,0,control
2362,11,35300,2900,0,control
2363,11,24600,0,0,control
2364,11,28000,1400,0,control
2365,11,6400,0,1400,control
2366,11,34000,0,0,control
2367,11,69400,0,0,control
2368,11,25100,1500,0,control
2369,11,29800,0,0,control
2370,11,45500,2100,0,control
2371,11,79900,0,0,control
2372,11,26600,2200,2700,control
2373,11,22600,0,0,control
2374,11,44000,0,0,control
2375,11,31900,0,0,control
2376,11,35900,2700,700,control
2377,11,59000,1100,0,control
2378,11,56900,0,3300,control
2379,11,9900,0,0,control
2380,11,34600,1900,800,control
2381,11,45800,0,0,control
2382,11,7900,0,0,control
2383,11,68400,3200,0,control
2384,11,49600,2800,0,control
2385,11,8400,2100,0,control
2386,11,24800,2100,0,control
2387,11,62200,2400,0,control
2388,11,17500,0,0,control
2389,11,32600,0,0,control
2390,11,43400,0,0,control
2391,11,54700,2300,1300,control
2392,11,39600,1400,0,control
2393,11,31400,0,2000,control
2394,11,28300,0,0,control
2395,11,60200,2200,4000,control
2396,11,41000,0,2600,control
2397,11,45700,1900,2200,control
2398,11,39600,0,2700,control
2399,11,19500,2500,0,control
2400,11,32100,2400,0,control
2401,11,39500,0,3800,control
2402,11,13100,0,0,control
2403,11,11100,0,0,control
2404,11,27500,1700,0,control
2405,11,18900,3000,0,control
2406,11,18200,2200,400,control
2407,11,28900,0,0,control
2408,11,37900,2000,0,control
2409,11,54500,0,0,control
2410,11,45500,0,0,control
2411,11,25600,0,0,control
2412,11,9600,0,0,control
2413,11,30900,2500,3900,control
2414,11,45500,0,2100,control
2415,11,34300,1600,0,control
2416,11,44200,2200,2300,control
2417,11,19900,0,0,control
2418,11,28600,2800,0,control
2419,11,27800,700,0,control
2420,11,63500,0,0,control
2421,11,12300,0,1000,control
2422,11,28700,1300,4800,control
2423,11,37100,0,0,control
2424,11,20600,0,0,control
2425,11,31400,0,3000,control
2426,11,20800,0,0,control
2427,11,70100,0,3200,control
2428,11,23800,2700,0,control
2429,11,42900,0,0,control
2430,11,30700,2700,0,control
2431,11,42600,2300,2500,control
2432,11,44300,0,1900,control
2433,11,45900,0,0,control
2434,11,6300,0,0,control
2435,11,14800,0,0,control
2436,11,50800,0,0,control
2437,11,32400,0,0,control
2438,11,51600,0,0,control
2439,11,62800,0,0,control
2440,11,23100,2600,1200,control
2441,11,25500,600,0,control
2442,11,48700,0,0,control
2443,11,11100,2300,4400,control
2444,11,32300,1400,0,control
2445,11,34200,0,0,control
2446,11,24600,0,0,control
2447,11,34200,2800,0,control
2448,11,23700,1600,0,control
2449,11,18400,0,0,control
2450,11,30500,0,0,control
2451,11,40400,2400,0,control
2452,11,26700,0,0,control
2453,11,46800,0,3700,control
2454,11,40700,0,0,control
2455,11,39900,0,0,control
2456,11,56000,3000,0,control
2457,11,39700,2000,2800,control
2458,11,33500,0,0,control
2459,11,12200,1700,0,control
2460,11,51100,1500,0,control
2461,11,32600,0,0,control
2462,11,36400,0,0,control
2463,11,64000,2100,0,control
2464,11,19200,2000,0,control
2465,11,46800,2400,4400,control
2466,11,61500,2700,0,control
2467,11,70300,0,0,control
2468,11,23800,0,0,control
2469,11,31800,0,0,control
2470,11,53700,2100,0,control
2471,11,40700,0,0,control
2472,11,85800,0,0,control
2473,11,45600,0,0,control
2474,11,51000,0,0,control
2475,11,27100,0,2800,control
2476,11,56900,0,0,control
2477,11,58100,1800,0,control
2478,11,4900,0,0,control
2479,11,27100,2700,0,control
2480,11,30300,1900,0,control
2481,11,32000,0,0,control
2482,11,30700,0,0,control
2483,11,17800,1700,0,control
2484,11,20300,1600,0,control
2485,11,54500,1700,0,control
2486,11,23000,2100,0,control
2487,11,63000,0,3700,control
2488,11,7600,1900,3400,control
2489,11,47600,1900,0,control
2490,11,5300,0,4100,control
2491,12,37200,0,0,control
2492,12,14800,0,0,control
2493,12,42400,0,0,control
2494,12,44300,1900,0,control
2495,12,51000,0,0,control
2496,12,39900,0,0,control
2497,12,10300,0,0,control
2498,12,42100,1800,0,control
2499,12,17700,0,0,control
2500,12,5800,0,0,control
2501,12,82200,0,0,control
2502,12,34900,0,1300,control
2503,12,47600,700,0,control
2504,12,58600,0,0,control
2505,12,30700,2200,3300,control
2506,12,11100,1600,2100,control
2507,12,33400,2600,0,control
2508,12,15100,2900,2500,control
2509,12,33100,0,0,control
2510,12,55300,0,0,control
2511,12,44200,0,0,control
2512,12,35200,0,0,control
2513,12,35100,0,0,control
2514,12,45300,1400,0,control
2515,12,25700,0,0,control
2516,12,45300,1600,3000,control
2517,12,19600,2200,3300,control
2518,12,64700,0,700,control
2519,12,4500,0,2500,control
2520,12,26300,0,0,control
2521,12,22200,2000,3900,control
2522,12,29500,0,0,control
2523,12,36700,2000,1900,control
2524,12,62400,0,0,control
2525,12,35100,2200,1200,control
2526,12,54700,2900,0,control
2527,12,10200,0,4400,control
2528,12,12800,2400,0,control
2529,12,42300,0,0,control
2530,12,71000,0,0,control
2531,12,43900,0,2500,control
2532,12,62700,0,3000,control
2533,12,43000,2000,0,control
2534,12,28000,0,0,control
2535,12,38700,0,0,control
2536,12,46900,0,0,control
2537,12,54300,0,0,control
2538,12,21900,1400,0,control
2539,12,31100,0,0,control
2540,12,64800,0,0,control
2541,12,26000,0,0,control
2542,12,49000,2300,0,control
2543,12,24500,0,0,control
2544,12,43300,0,0,control
2545,12,14700,1900,0,control
2546,12,6400,0,0,control
2547,12,12300,0,0,control
2548,12,29500,2700,0,control
2549,12,56300,2200,0,control
2550,12,23600,0,0,control
2551,12,49500,2200,0,control
2552,12,24100,0,0,control
2553,12,66100,0,0,control
2554,12,9600,2700,3600,control
2555,12,7200,0,5000,control
2556,12,51700,0,0,control
2557,12,33400,0,0,control
2558,12,14500,1400,0,control
2559,12,31000,0,0,control
2560,12,26800,0,2600,control
2561,12,18500,2900,0,control
2562,12,48100,2100,0,control
2563,12,17600,0,0,control
2564,12,61400,2200,0,control
2565,12,49200,0,0,control
2566,12,27900,0,0,control
2567,12,58000,0,0,control
2568,12,42600,0,0,control
2569,12,34600,0,0,control
2570,12,29000,0,0,control
2571,12,85300,0,0,control
2572,12,39900,1200,0,control
2573,12,15100,2700,0,control
2574,12,4300,1600,0,control
2575,12,63000,1900,900,control
2576,12,37400,0,3100,control
2577,12,47900,0,0,control
2578,12,15400,0,0,control
2579,12,54900,3100,0,control
2580,12,42800,2200,2300,control
2581,12,39800,0,0,control
2582,12,13200,0,0,control
2583,12,43600,0,0,control
2584,12,14000,0,2500,control
2585,12,9300,0,0,control
2586,12,39100,0,0,control
2587,12,22200,1900,3600,control
2588,12,50900,0,0,control
2589,12,8800,2700,0,control
2590,12,21400,2900,0,control
2591,12,80400,0,0,control
2592,12,57400,1700,0,control
2593,12,53700,0,0,control
2594,12,43200,0,0,control
2595,12,53100,0,0,control
2596,12,27800,0,0,control
2597,12,30600,1500,0,control
2598,12,14600,2000,0,control
2599,12,60600,0,500,control
2600,12,29100,0,0,control
2601,12,50000,0,3100,control
2602,12,27500,2000,0,control
2603,12,38600,2000,1700,control
2604,12,56900,3900,2800,control
2605,12,19400,0,0,control
2606,12,55000,2700,0,control
2607,12,20600,1600,0,control
2608,12,61500,3300,0,control
2609,12,34200,3000,0,control
2610,12,30100,0,0,control
2611,12,43000,2400,0,control
2612,12,24300,2600,3000,control
2613,12,46400,0,0,control
2614,12,36700,0,0,control
2615,12,29900,0,0,control
2616,12,39100,0,3100,control
2617,12,10300,1900,0,control
2618,12,35500,2200,0,control
2619,12,30200,0,3700,control
2620,12,45100,2500,4100,control
2621,12,18300,2400,0,control
2622,12,45400,0,2400,control
2623,12,41400,0,0,control
2624,12,69200,1300,2800,control
2625,12,48200,0,0,control
2626,12,23100,0,2900,control
2627,12,64000,0,0,control
2628,12,30200,0,0,control
2629,12,33900,0,0,control
2630,12,19400,0,4200,control
2631,12,16600,0,0,control
2632,12,52900,2100,0,control
2633,12,44000,0,0,control
2634,12,42000,0,0,control
2635,12,20200,0,1900,control
2636,12,41800,3000,0,control
2637,12,46800,0,0,control
2638,12,68800,0,0,control
2639,12,58200,2400,0,control
2640,12,13300,0,0,control
2641,12,69100,0,2800,control
2642,12,30000,0,0,control
2643,12,72100,1000,0,control
2644,12,42400,0,0,control
2645,12,31500,0,0,control
2646,12,4700,1900,0,control
2647,12,37700,1400,3100,control
2648,12,8000,2000,2700,control
2649,12,9300,1400,0,control
2650,12,10900,2400,0,control
2651,12,43700,0,4200,control
2652,12,17900,800,0,control
2653,12,42800,1600,0,control
2654,12,71500,1000,0,control
2655,12,37400,2100,0,control
2656,12,7900,0,0,control
2657,12,25100,0,1800,control
2658,12,26200,2000,0,control
2659,12,48500,0,0,control
2660,12,44700,0,0,control
2661,12,71200,1000,2700,control
2662,12,36900,0,3800,control
2663,12,86600,0,0,control
2664,12,32600,0,0,control
2665,12,17700,0,0,control
2666,12,42400,2000,0,control
2667,12,44000,2500,0,control
2668,12,31400,0,0,control
2669,12,23900,0,0,control
2670,12,26500,0,0,control
2671,12,52800,1900,0,control
2672,12,58300,0,0,control
2673,12,8300,2600,0,control
2674,12,53200,1800,0,control
2675,12,11200,0,0,control
2676,12,23300,0,0,control
2677,12,12000,1500,2100,control
2678,12,69000,0,0,control
2679,12,10200,0,0,control
2680,12,59800,0,3000,control
2681,12,12900,0,0,control
2682,12,41500,2400,0,control
2683,12,46000,0,0,control
2684,12,46300,1800,0,control
2685,12,46100,0,0,control
2686,12,32400,0,2800,control
2687,12,30500,2300,0,control
2688,12,22000,0,0,control
2689,12,14800,3100,0,control
2690,12,35400,2800,3700,control
2691,12,16100,0,3600,control
2692,12,51400,0,0,control
2693,12,56700,0,0,control
2694,12,37500,2400,0,control
2695,12,6000,0,0,control
2696,12,16900,0,2900,control
2697,12,12100,0,0,control
2698,12,13700,2000,2000,control
2699,12,50800,0,4900,control
2700,12,32300,2600,0,control
2701,12,54300,0,0,control
2702,12,38200,0,0,control
2703,12,56600,2900,3800,control
2704,12,43400,2000,3800,control
2705,12,35700,0,3500,control
2706,12,17600,0,0,control
2707,12,30500,1100,0,control
2708,12,26700,0,0,control
2709,12,18700,0,2200,control
2710,12,34400,0,0,control
2711,12,33200,2000,0,control
2712,12,25200,2100,1700,control
2713,12,28300,1400,1400,control
2714,12,13100,900,0,control
2715,12,5400,0,0,control
2716,12,15200,2400,4100,control
2717,12,47300,1400,0,control
2718,12,17500,0,0,control
2719,12,15800,0,0,control
2720,12,44200,0,3300,control
2721,12,45300,3100,0,control
2722,12,45600,2700,0,control
2723,12,45900,1500,2900,control
2724,12,61400,0,3400,control
2725,12,14600,0,0,control
2726,12,34700,2100,0,control
2727,12,40800,0,0,control
2728,12,43900,0,0,control
2729,12,32100,2000,0,control
2730,12,6300,0,0,control
2731,12,61900,2700,2500,control
2732,12,52600,2100,0,control
2733,12,26500,2200,3100,control
2734,12,39000,2200,4200,control
2735,12,43600,0,0,control
2736,12,39700,0,0,control
2737,13,31100,0,0,control
2738,13,20300,0,0,control
2739,13,41700,0,0,control
2740,13,72600,0,0,control
2741,13,26500,0,2400,control
2742,13,43100,900,0,control
2743,13,29900,2200,0,control
2744,13,16600,1500,3900,control
2745,13,32800,0,2000,control
2746,13,18000,0,0,control
2747,13,61000,0,0,control
2748,13,10100,2100,2900,control
2749,13,32400,1900,2700,control
2750,13,24200,1500,0,control
2751,13,57400,0,0,control
2752,13,23000,0,0,control
2753,13,47100,0,0,control
2754,13,79700,1600,0,control
2755,13,16800,0,0,control
2756,13,64200,2200,0,control
2757,13,47300,0,3900,control
2758,13,58200,3100,0,control
2759,13,48500,0,0,control
2760,13,52300,0,0,control
2761,13,60900,0,3000,control
2762,13,24600,0,0,control
2763,13,30300,0,2700,control
2764,13,29400,1800,0,control
2765,13,52400,0,0,control
2766,13,42700,0,3300,control
2767,13,6500,0,0,control
2768,13,50200,2600,0,control
2769,13,22800,0,0,control
2770,13,27400,0,0,control
2771,13,30100,0,0,control
2772,13,40700,0,0,control
2773,13,42500,0,0,control
2774,13,18100,0,0,control
2775,13,38400,3600,0,control
2776,13,31900,0,0,control
2777,13,35400,0,0,control
2778,13,16700,0,3200,control
2779,13,73600,1700,0,control
2780,13,15900,0,0,control
2781,13,17400,2100,0,control
2782,13,67700,2500,0,control
2783,13,37300,0,0,control
2784,13,33300,3000,0,control
2785,13,42200,0,2100,control
2786,13,64600,700,0,control
2787,13,63700,2400,0,control
2788,13,50100,1000,0,control
2789,13,29400,0,4000,control
2790,13,26400,1200,0,control
2791,13,37400,0,4000,control
2792,13,34500,0,0,control
2793,13,27100,1700,0,control
2794,13,26100,2200,0,control
2795,13,8800,0,0,control
2796,13,50700,2500,0,control
2797,13,43500,1700,3800,control
2798,13,19300,0,0,control
2799,13,46800,0,0,control
2800,13,21200,2100,0,control
2801,13,32300,0,0,control
2802,13,48100,2000,0,control
2803,13,33300,0,0,control
2804,13,54500,1800,0,control
2805,13,52400,0,0,control
2806,13,34800,800,0,control
2807,13,33500,0,0,control
2808,13,39900,2000,0,control
2809,13,55000,0,0,control
2810,13,33200,1800,0,control
2811,13,54400,1300,1500,control
2812,13,26300,0,0,control
2813,13,19400,1800,0,control
2814,13,30400,0,2600,control
2815,13,20400,0,0,control
2816,13,22700,2200,4000,control
2817,13,32200,0,0,control
2818,13,31900,1900,0,control
2819,13,11600,0,0,control
2820,13,56400,1500,0,control
2821,13,12500,0,0,control
2822,13,56000,0,0,control
2823,13,48000,2600,1900,control
2824,13,88100,2300,0,control
2825,13,28600,0,0,control
2826,13,30000,0,3300,control
2827,13,34800,1000,0,control
2828,13,55500,0,3300,control
2829,13,53100,0,0,control
2830,13,15600,0,0,control
2831,13,30000,0,0,control
2832,13,16500,0,0,control
2833,13,41000,1500,0,control
2834,13,34100,0,1300,control
2835,13,47600,1900,0,control
2836,13,65700,0,0,control
2837,13,44300,1900,0,control
2838,13,34400,0,0,control
2839,13,21400,0,0,control
2840,13,18300,2400,4100,control
2841,13,16100,2800,3000,control
2842,13,18300,0,0,control
2843,13,24600,0,0,control
2844,13,17600,1100,0,control
2845,13,40400,2800,0,control
2846,13,17300,0,0,control
2847,13,48800,0,3000,control
2848,13,12500,0,0,control
2849,13,14500,0,0,control
2850,13,13900,0,0,control
2851,13,40600,0,0,control
2852,13,25400,0,0,control
2853,13,41500,3300,3200,control
2854,13,71100,0,0,control
2855,13,26800,0,0,control
2856,13,27500,0,0,control
2857,13,26400,0,0,control
2858,13,41800,0,0,control
2859,13,27400,0,0,control
2860,13,72700,2300,0,control
2861,13,48800,0,3300,control
2862,13,9800,2300,0,control
2863,13,71000,0,0,control
2864,13,18800,2400,0,control
2865,13,31700,0,0,control
2866,13,21700,0,2100,control
2867,13,20000,1000,0,control
2868,13,64200,0,0,control
2869,13,48400,2300,0,control
2870,13,48100,1400,0,control
2871,13,24700,0,0,control
2872,13,43400,0,0,control
2873,13,62400,1900,3700,control
2874,13,37400,0,2400,control
2875,13,46500,2200,0,control
2876,13,15700,2200,2900,control
2877,13,23300,2200,0,control
2878,13,61600,0,0,control
2879,13,63700,0,0,control
2880,13,27300,0,0,control
2881,13,31300,0,0,control
2882,13,60700,0,0,control
2883,13,36900,0,0,control
2884,13,17500,0,2000,control
2885,13,59700,0,0,control
2886,13,38700,0,0,control
2887,13,44000,0,0,control
2888,13,19600,0,1500,control
2889,13,28200,1300,0,control
2890,13,56400,2600,0,control
2891,13,17200,0,0,control
2892,13,46000,2800,0,control
2893,13,23700,0,0,control
2894,13,34000,1900,4600,control
2895,13,33000,0,2900,control
2896,13,35200,0,0,control
2897,13,24600,900,2900,control
2898,13,16600,0,0,control
2899,13,19800,1700,0,control
2900,13,34900,2000,0,control
2901,13,54600,0,5900,control
2902,13,14400,2400,0,control
2903,13,51500,0,4600,control
2904,13,20500,0,0,control
2905,13,54800,0,0,control
2906,13,57600,1300,3900,control
2907,13,74700,2700,2800,control
2908,13,71300,0,3500,control
2909,13,65700,0,0,control
2910,13,61600,0,0,control
2911,13,7300,2900,0,control
2912,13,20200,2600,0,control
2913,13,14700,0,0,control
2914,13,23600,0,1800,control
2915,13,44500,2800,0,control
2916,13,39300,0,0,control
2917,13,27300,0,0,control
2918,13,6300,0,2900,control
2919,13,28500,0,1600,control
2920,13,43200,2700,0,control
2921,13,33900,0,0,control
2922,13,19300,0,0,control
2923,13,35900,0,0,control
2924,13,42700,0,0,control
2925,13,4500,0,3700,control
2926,13,43100,0,0,control
2927,13,55100,0,0,control
2928,13,45900,2700,2500,control
2929,13,69500,0,2400,control
2930,13,37500,2500,3800,control
2931,13,17300,0,0,control
2932,13,18300,2500,0,control
